,file_path,folder,file_name
1391,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m2 (9).jpg,meningioma_tumor,m2 (9).jpg
612,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (650).jpg,glioma_tumor,gg (650).jpg
2173,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (216).jpg,pituitary_tumor,p (216).jpg
1594,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m3 (50).jpg,meningioma_tumor,m3 (50).jpg
2437,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (454).jpg,pituitary_tumor,p (454).jpg
1378,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m2 (78).jpg,meningioma_tumor,m2 (78).jpg
521,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (569).jpg,glioma_tumor,gg (569).jpg
2499,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (51).jpg,pituitary_tumor,p (51).jpg
1538,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m3 (222).jpg,meningioma_tumor,m3 (222).jpg
2740,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (727).jpg,pituitary_tumor,p (727).jpg
644,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (68).jpg,glioma_tumor,gg (68).jpg
1251,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m2 (122).jpg,meningioma_tumor,m2 (122).jpg
1809,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image(183).jpg,no_tumor,image(183).jpg
1972,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image(35).jpg,no_tumor,image(35).jpg
368,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (430).jpg,glioma_tumor,gg (430).jpg
2868,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (98).jpg,pituitary_tumor,p (98).jpg
1001,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m (77).jpg,meningioma_tumor,m (77).jpg
162,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (245).jpg,glioma_tumor,gg (245).jpg
1778,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image(155).jpg,no_tumor,image(155).jpg
2066,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (12).jpg,pituitary_tumor,p (12).jpg
1352,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m2 (54).jpg,meningioma_tumor,m2 (54).jpg
952,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m (32).jpg,meningioma_tumor,m (32).jpg
2069,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (122).jpg,pituitary_tumor,p (122).jpg
2337,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (364).jpg,pituitary_tumor,p (364).jpg
2555,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (560).jpg,pituitary_tumor,p (560).jpg
1831,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image(202).jpg,no_tumor,image(202).jpg
2177,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (22).jpg,pituitary_tumor,p (22).jpg
2692,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (684).jpg,pituitary_tumor,p (684).jpg
1373,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m2 (73).jpg,meningioma_tumor,m2 (73).jpg
1100,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m1(169).jpg,meningioma_tumor,m1(169).jpg
2067,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (120).jpg,pituitary_tumor,p (120).jpg
874,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m (143).jpg,meningioma_tumor,m (143).jpg
2490,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (501).jpg,pituitary_tumor,p (501).jpg
1556,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m3 (239).jpg,meningioma_tumor,m3 (239).jpg
1090,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m1(159).jpg,meningioma_tumor,m1(159).jpg
748,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (773).jpg,glioma_tumor,gg (773).jpg
2202,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (242).jpg,pituitary_tumor,p (242).jpg
411,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (47).jpg,glioma_tumor,gg (47).jpg
1612,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m3 (67).jpg,meningioma_tumor,m3 (67).jpg
1651,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\4.jpg,no_tumor,4.jpg
1598,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m3 (54).jpg,meningioma_tumor,m3 (54).jpg
1313,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m2 (19).jpg,meningioma_tumor,m2 (19).jpg
1088,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m1(157).jpg,meningioma_tumor,m1(157).jpg
141,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (226).jpg,glioma_tumor,gg (226).jpg
331,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (398).jpg,glioma_tumor,gg (398).jpg
736,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (762).jpg,glioma_tumor,gg (762).jpg
1690,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image (43).jpg,no_tumor,image (43).jpg
1005,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m (80).jpg,meningioma_tumor,m (80).jpg
324,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (391).jpg,glioma_tumor,gg (391).jpg
1590,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m3 (47).jpg,meningioma_tumor,m3 (47).jpg
1216,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m1(91).jpg,meningioma_tumor,m1(91).jpg
962,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m (41).jpg,meningioma_tumor,m (41).jpg
2466,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (480).jpg,pituitary_tumor,p (480).jpg
196,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (276).jpg,glioma_tumor,gg (276).jpg
1208,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m1(84).jpg,meningioma_tumor,m1(84).jpg
1200,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m1(77).jpg,meningioma_tumor,m1(77).jpg
533,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (58).jpg,glioma_tumor,gg (58).jpg
2192,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (233).jpg,pituitary_tumor,p (233).jpg
2529,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (537).jpg,pituitary_tumor,p (537).jpg
532,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (579).jpg,glioma_tumor,gg (579).jpg
642,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (678).jpg,glioma_tumor,gg (678).jpg
1670,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image (24).jpg,no_tumor,image (24).jpg
755,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (78).jpg,glioma_tumor,gg (78).jpg
1558,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m3 (240).jpg,meningioma_tumor,m3 (240).jpg
1868,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image(236).jpg,no_tumor,image(236).jpg
439,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (495).jpg,glioma_tumor,gg (495).jpg
838,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m (110).jpg,meningioma_tumor,m (110).jpg
916,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m (181).jpg,meningioma_tumor,m (181).jpg
2463,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (478).jpg,pituitary_tumor,p (478).jpg
1113,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m1(180).jpg,meningioma_tumor,m1(180).jpg
2727,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (715).jpg,pituitary_tumor,p (715).jpg
1894,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image(26).jpg,no_tumor,image(26).jpg
1273,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m2 (142).jpg,meningioma_tumor,m2 (142).jpg
1675,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image (29).jpg,no_tumor,image (29).jpg
2319,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (348).jpg,pituitary_tumor,p (348).jpg
32,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (128).jpg,glioma_tumor,gg (128).jpg
1159,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m1(4).jpg,meningioma_tumor,m1(4).jpg
67,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (16).jpg,glioma_tumor,gg (16).jpg
1592,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m3 (49).jpg,meningioma_tumor,m3 (49).jpg
2534,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (541).jpg,pituitary_tumor,p (541).jpg
1815,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image(189).jpg,no_tumor,image(189).jpg
2203,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (243).jpg,pituitary_tumor,p (243).jpg
557,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (600).jpg,glioma_tumor,gg (600).jpg
1909,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image(273).jpg,no_tumor,image(273).jpg
1756,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image(135).jpg,no_tumor,image(135).jpg
1547,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m3 (230).jpg,meningioma_tumor,m3 (230).jpg
944,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m (25).jpg,meningioma_tumor,m (25).jpg
2462,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (477).jpg,pituitary_tumor,p (477).jpg
700,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (73).jpg,glioma_tumor,gg (73).jpg
2594,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (596).jpg,pituitary_tumor,p (596).jpg
912,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m (178).jpg,meningioma_tumor,m (178).jpg
471,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (523).jpg,glioma_tumor,gg (523).jpg
2244,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (280).jpg,pituitary_tumor,p (280).jpg
1740,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image(120).jpg,no_tumor,image(120).jpg
2542,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (549).jpg,pituitary_tumor,p (549).jpg
2403,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (423).jpg,pituitary_tumor,p (423).jpg
2516,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (525).jpg,pituitary_tumor,p (525).jpg
2505,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (515).jpg,pituitary_tumor,p (515).jpg
2127,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (175).jpg,pituitary_tumor,p (175).jpg
1878,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image(245).jpg,no_tumor,image(245).jpg
511,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (56).jpg,glioma_tumor,gg (56).jpg
509,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (558).jpg,glioma_tumor,gg (558).jpg
2772,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (756).jpg,pituitary_tumor,p (756).jpg
1842,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image(212).jpg,no_tumor,image(212).jpg
2758,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (743).jpg,pituitary_tumor,p (743).jpg
599,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (639).jpg,glioma_tumor,gg (639).jpg
1949,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image(309).jpg,no_tumor,image(309).jpg
1477,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m3 (168).jpg,meningioma_tumor,m3 (168).jpg
829,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m (102).jpg,meningioma_tumor,m (102).jpg
677,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (709).jpg,glioma_tumor,gg (709).jpg
678,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (71).jpg,glioma_tumor,gg (71).jpg
30,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (126).jpg,glioma_tumor,gg (126).jpg
679,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (710).jpg,glioma_tumor,gg (710).jpg
1786,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image(162).jpg,no_tumor,image(162).jpg
1407,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m3 (103).jpg,meningioma_tumor,m3 (103).jpg
2137,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (184).jpg,pituitary_tumor,p (184).jpg
2328,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (356).jpg,pituitary_tumor,p (356).jpg
1716,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image (9).jpg,no_tumor,image (9).jpg
2854,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (85).jpg,pituitary_tumor,p (85).jpg
930,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m (194).jpg,meningioma_tumor,m (194).jpg
1014,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m (89).jpg,meningioma_tumor,m (89).jpg
1289,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m2 (157).jpg,meningioma_tumor,m2 (157).jpg
842,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m (114).jpg,meningioma_tumor,m (114).jpg
2765,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (75).jpg,pituitary_tumor,p (75).jpg
817,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (91).jpg,glioma_tumor,gg (91).jpg
1385,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m2 (84).jpg,meningioma_tumor,m2 (84).jpg
2810,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (790).jpg,pituitary_tumor,p (790).jpg
1971,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image(34).jpg,no_tumor,image(34).jpg
73,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (165).jpg,glioma_tumor,gg (165).jpg
1292,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m2 (16).jpg,meningioma_tumor,m2 (16).jpg
1659,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image (13).jpg,no_tumor,image (13).jpg
63,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (156).jpg,glioma_tumor,gg (156).jpg
1726,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image(107).jpg,no_tumor,image(107).jpg
1476,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m3 (167).jpg,meningioma_tumor,m3 (167).jpg
2179,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (221).jpg,pituitary_tumor,p (221).jpg
45,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (14).jpg,glioma_tumor,gg (14).jpg
1997,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image(58).jpg,no_tumor,image(58).jpg
211,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (29).jpg,glioma_tumor,gg (29).jpg
1795,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image(170).jpg,no_tumor,image(170).jpg
1338,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m2 (41).jpg,meningioma_tumor,m2 (41).jpg
80,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (171).jpg,glioma_tumor,gg (171).jpg
942,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m (23).jpg,meningioma_tumor,m (23).jpg
194,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (274).jpg,glioma_tumor,gg (274).jpg
807,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (826).jpg,glioma_tumor,gg (826).jpg
1983,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image(45).jpg,no_tumor,image(45).jpg
1488,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m3 (178).jpg,meningioma_tumor,m3 (178).jpg
1091,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m1(16).jpg,meningioma_tumor,m1(16).jpg
1075,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m1(145).jpg,meningioma_tumor,m1(145).jpg
1399,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m2 (97).jpg,meningioma_tumor,m2 (97).jpg
518,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (566).jpg,glioma_tumor,gg (566).jpg
1624,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m3 (78).jpg,meningioma_tumor,m3 (78).jpg
1425,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m3 (12).jpg,meningioma_tumor,m3 (12).jpg
2233,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (270).jpg,pituitary_tumor,p (270).jpg
2231,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (269).jpg,pituitary_tumor,p (269).jpg
2364,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (389).jpg,pituitary_tumor,p (389).jpg
1872,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image(24).jpg,no_tumor,image(24).jpg
691,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (721).jpg,glioma_tumor,gg (721).jpg
178,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (26).jpg,glioma_tumor,gg (26).jpg
598,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (638).jpg,glioma_tumor,gg (638).jpg
2705,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (696).jpg,pituitary_tumor,p (696).jpg
840,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m (112).jpg,meningioma_tumor,m (112).jpg
1637,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m3 (9).jpg,meningioma_tumor,m3 (9).jpg
903,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m (17).jpg,meningioma_tumor,m (17).jpg
1791,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image(167).jpg,no_tumor,image(167).jpg
44,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (139).jpg,glioma_tumor,gg (139).jpg
298,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (368).jpg,glioma_tumor,gg (368).jpg
322,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (39).jpg,glioma_tumor,gg (39).jpg
2599,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (60).jpg,pituitary_tumor,p (60).jpg
1189,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m1(67).jpg,meningioma_tumor,m1(67).jpg
2805,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (786).jpg,pituitary_tumor,p (786).jpg
2312,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (341).jpg,pituitary_tumor,p (341).jpg
1750,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image(13).jpg,no_tumor,image(13).jpg
1133,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m1(199).jpg,meningioma_tumor,m1(199).jpg
1507,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m3 (195).jpg,meningioma_tumor,m3 (195).jpg
1093,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m1(161).jpg,meningioma_tumor,m1(161).jpg
93,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (183).jpg,glioma_tumor,gg (183).jpg
1124,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m1(190).jpg,meningioma_tumor,m1(190).jpg
175,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (257).jpg,glioma_tumor,gg (257).jpg
1437,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m3 (130).jpg,meningioma_tumor,m3 (130).jpg
1551,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m3 (234).jpg,meningioma_tumor,m3 (234).jpg
1047,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m1(12).jpg,meningioma_tumor,m1(12).jpg
2818,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (798).jpg,pituitary_tumor,p (798).jpg
2447,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (463).jpg,pituitary_tumor,p (463).jpg
2560,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (565).jpg,pituitary_tumor,p (565).jpg
2033,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image(90).jpg,no_tumor,image(90).jpg
845,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m (117).jpg,meningioma_tumor,m (117).jpg
1106,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m1(174).jpg,meningioma_tumor,m1(174).jpg
